,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
15193,-117.04,33.03,16.0,2852.0,435.0,1083.0,448.0,6.3761,39984.93751444874,<1H OCEAN
15194,-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,8.4284,3470.67093758116,<1H OCEAN
15195,-116.99,33.01,11.0,1412.0,185.0,529.0,166.0,7.7517,61375.96221988876,<1H OCEAN
15196,-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,25921.268773166743,<1H OCEAN
15197,-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,7.0546,68621.82677708914,<1H OCEAN
15198,-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6.2715,23743.4278563255,<1H OCEAN
15199,-117.1,32.9,16.0,2994.0,445.0,1047.0,437.0,5.149,19461.879481263622,<1H OCEAN
15200,-117.11,32.9,16.0,2043.0,388.0,705.0,352.0,4.4766,31963.406671048215,<1H OCEAN
15201,-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,30710.396844365772,<1H OCEAN
15202,-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,6.5853,115059.5426484976,<1H OCEAN
15203,-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,6.0857,618.8793223055382,<1H OCEAN
15204,-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,44826.744066740415,<1H OCEAN
15205,-117.07,33.01,5.0,5870.0,977.0,1917.0,842.0,5.1998,4891.984996652225,<1H OCEAN
15206,-117.06,33.01,9.0,2470.0,417.0,904.0,427.0,4.4219,17539.873043809195,<1H OCEAN
15207,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,106419.82153998263,<1H OCEAN
15208,-117.07,33.0,4.0,9153.0,1866.0,3775.0,1698.0,4.955,97399.8332567361,<1H OCEAN
15209,-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6.1949,83335.08111237301,<1H OCEAN
15210,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,3790.9644360585935,<1H OCEAN
15211,-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,30293.25105895917,<1H OCEAN
15212,-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182,78264.23051461292,<1H OCEAN
15213,-117.12,32.96,16.0,3050.0,559.0,1444.0,512.0,5.2463,79838.11311035408,<1H OCEAN
15214,-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,6.0862,3471.729965343582,<1H OCEAN
15215,-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,5.9094,11572.700476592567,<1H OCEAN
15216,-117.11,32.95,11.0,4694.0,824.0,2223.0,783.0,4.9485,75294.8780568483,<1H OCEAN
15217,-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,6.3542,3430.613090878449,<1H OCEAN
15218,-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6.0175,13912.047974285477,<1H OCEAN
15219,-117.12,32.95,4.0,9018.0,1572.0,4438.0,1498.0,4.988,31677.396981546175,<1H OCEAN
15220,-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,5.4584,76151.34190384395,<1H OCEAN
15221,-117.06,32.97,17.0,4754.0,877.0,2412.0,832.0,4.3548,60944.26105191451,<1H OCEAN
15222,-117.25,33.06,6.0,9859.0,1448.0,4194.0,1401.0,6.439,67863.72976290385,NEAR OCEAN
15223,-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,11193.299630474008,NEAR OCEAN
15224,-117.26,33.05,14.0,2323.0,373.0,1057.0,372.0,6.2513,87872.30840744168,NEAR OCEAN
15225,-117.26,33.06,11.0,2660.0,352.0,1226.0,366.0,7.6832,9549.40252001649,NEAR OCEAN
15226,-117.24,33.05,15.0,3029.0,555.0,1559.0,546.0,5.3129,12959.475565766857,NEAR OCEAN
15227,-117.24,33.05,11.0,5827.0,882.0,2588.0,842.0,6.4027,36238.809397614976,NEAR OCEAN
15228,-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,58160.401501791144,NEAR OCEAN
15229,-117.16,33.06,16.0,1988.0,279.0,770.0,252.0,5.8661,8163.374803346653,NEAR OCEAN
15230,-117.21,33.03,20.0,3370.0,433.0,1020.0,408.0,11.0911,34565.217065200675,NEAR OCEAN
15231,-117.18,33.02,15.0,3540.0,453.0,1364.0,425.0,13.6623,44253.54061575468,NEAR OCEAN
15232,-117.21,33.02,26.0,3194.0,454.0,1032.0,406.0,10.156,640.0569050095019,NEAR OCEAN
15233,-117.23,33.01,18.0,3961.0,511.0,1541.0,470.0,11.1118,9706.955663850038,NEAR OCEAN
15234,-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,30828.23895203261,NEAR OCEAN
15235,-117.26,32.96,36.0,1721.0,264.0,710.0,282.0,10.1768,74361.50261160354,NEAR OCEAN
15236,-117.26,32.95,34.0,1651.0,273.0,650.0,271.0,5.6582,116647.4805603326,NEAR OCEAN
15237,-117.26,32.95,22.0,5484.0,1227.0,1947.0,1012.0,4.4375,75631.63387199778,NEAR OCEAN
15238,-117.3,32.96,30.0,1226.0,205.0,380.0,151.0,4.2875,36056.41270141676,NEAR OCEAN
15239,-117.25,33.01,16.0,3892.0,520.0,1454.0,524.0,7.7317,35644.05360329968,NEAR OCEAN
15240,-117.24,33.0,16.0,2512.0,356.0,795.0,353.0,7.5975,1872.5968246918376,NEAR OCEAN
15241,-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001,1401.0331417965526,NEAR OCEAN
15242,-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,2907.843606343476,NEAR OCEAN
15243,-117.25,33.0,14.0,2518.0,458.0,931.0,414.0,5.8393,37011.39585321165,NEAR OCEAN
15244,-117.26,33.0,31.0,2695.0,491.0,1059.0,451.0,4.7841,38240.81505193263,NEAR OCEAN
15245,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,172569.15455184717,NEAR OCEAN
15246,-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,6.8443,5225.421043399108,NEAR OCEAN
15247,-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,2.7348,1265.3965135930393,NEAR OCEAN
15248,-117.27,32.99,21.0,3318.0,578.0,1273.0,538.0,5.5922,3261.1802401194923,NEAR OCEAN
15249,-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,127232.24181490122,NEAR OCEAN
15250,-117.31,32.98,17.0,2789.0,648.0,849.0,345.0,4.1012,31469.547467075576,NEAR OCEAN
15251,-117.27,32.98,17.0,1853.0,392.0,351.0,208.0,5.2742,49541.41693101624,NEAR OCEAN
15252,-117.32,33.01,29.0,3584.0,712.0,1619.0,667.0,4.125,90962.87971542752,NEAR OCEAN
15253,-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,4.2356,9443.4679148258,NEAR OCEAN
15254,-117.27,33.02,13.0,5723.0,1242.0,2450.0,1140.0,4.7179,55140.17631779982,NEAR OCEAN
15255,-117.26,33.04,18.0,2229.0,346.0,1088.0,352.0,6.3525,34995.43421692262,NEAR OCEAN
15256,-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,6.6319,13200.550018883305,NEAR OCEAN
15257,-117.24,33.04,13.0,3498.0,663.0,1412.0,618.0,3.212,75457.02800194916,NEAR OCEAN
15258,-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,6.9326,10417.446341114683,NEAR OCEAN
15259,-117.27,33.03,25.0,1787.0,311.0,1108.0,311.0,3.9826,56180.72764728386,NEAR OCEAN
15260,-117.27,33.03,16.0,2240.0,443.0,1104.0,416.0,3.5313,1894.3628181638646,NEAR OCEAN
15261,-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,6.3712,2857.7324646823,NEAR OCEAN
15262,-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,4.87,77571.28536537143,NEAR OCEAN
15263,-117.27,33.02,21.0,2144.0,340.0,928.0,344.0,5.798,112499.21140210328,NEAR OCEAN
15264,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,29018.638502480477,NEAR OCEAN
15265,-117.28,33.04,12.0,4459.0,928.0,2471.0,888.0,3.5179,7655.523851822604,NEAR OCEAN
15266,-117.27,33.04,27.0,1839.0,392.0,1302.0,404.0,3.55,17329.908000387946,NEAR OCEAN
15267,-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,4.7333,19995.50754998779,NEAR OCEAN
15268,-117.33,33.03,31.0,1171.0,321.0,603.0,267.0,2.8611,2727.0401808359557,NEAR OCEAN
15269,-117.3,33.07,14.0,2670.0,426.0,1034.0,407.0,6.4247,169983.50338454114,NEAR OCEAN
15270,-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,35274.17809141897,NEAR OCEAN
15271,-117.27,33.08,7.0,2949.0,447.0,1335.0,426.0,6.0922,108149.0177699707,NEAR OCEAN
15272,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509,152544.03120316,NEAR OCEAN
15273,-117.28,33.06,8.0,4172.0,1022.0,2585.0,941.0,4.0118,64809.765368594424,NEAR OCEAN
15274,-117.27,33.06,7.0,3686.0,733.0,1612.0,672.0,3.197,69635.03645502513,NEAR OCEAN
15275,-117.27,33.05,15.0,3333.0,808.0,1371.0,737.0,2.9083,7321.285220801852,NEAR OCEAN
15276,-117.3,33.08,24.0,2628.0,527.0,1389.0,520.0,4.0,56073.490240612795,NEAR OCEAN
15277,-117.34,33.06,17.0,2718.0,518.0,815.0,403.0,4.3182,17185.32232791222,NEAR OCEAN
15278,-117.31,33.07,21.0,2035.0,534.0,948.0,467.0,3.2984,47646.132604757455,NEAR OCEAN
15279,-117.3,33.07,16.0,3147.0,765.0,2165.0,690.0,3.5585,21488.386269545914,NEAR OCEAN
15280,-117.3,33.06,24.0,2171.0,511.0,870.0,442.0,3.194,117410.53179624303,NEAR OCEAN
15281,-117.3,33.06,31.0,2128.0,520.0,1049.0,485.0,4.027,38131.114076716476,NEAR OCEAN
15282,-117.3,33.05,34.0,1797.0,458.0,775.0,391.0,3.2308,143271.98307102127,NEAR OCEAN
15283,-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,4.0791,89899.00310290311,NEAR OCEAN
15284,-117.34,33.16,31.0,2851.0,458.0,1286.0,467.0,4.5694,98578.81597405618,NEAR OCEAN
15285,-117.33,33.16,29.0,3559.0,552.0,1533.0,545.0,4.0585,8979.784679465503,NEAR OCEAN
15286,-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,5.4904,9553.92849934624,NEAR OCEAN
15287,-117.32,33.12,25.0,2670.0,527.0,936.0,461.0,2.7717,63932.613194149075,NEAR OCEAN
15288,-117.31,33.1,15.0,2392.0,446.0,747.0,421.0,3.5341,17277.806053339704,NEAR OCEAN
15289,-117.29,33.13,4.0,617.0,105.0,224.0,105.0,3.9205,1244.523813598053,NEAR OCEAN
15290,-117.31,33.11,7.0,7974.0,1703.0,2904.0,1550.0,4.1282,10153.230687534695,NEAR OCEAN
15291,-117.29,33.12,4.0,1380.0,322.0,755.0,286.0,4.7961,6151.137825340665,NEAR OCEAN
15292,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,236912.89693228487,NEAR OCEAN
15293,-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,825.6670914458803,NEAR OCEAN
15294,-117.35,33.17,16.0,4595.0,1341.0,2849.0,1197.0,2.478,19284.24284024652,NEAR OCEAN
15295,-117.34,33.16,24.0,1006.0,277.0,610.0,246.0,2.25,126230.57165710826,NEAR OCEAN
15296,-117.34,33.15,19.0,5710.0,1423.0,4163.0,1406.0,3.0306,27120.112787458766,NEAR OCEAN
15297,-117.35,33.16,22.0,1331.0,305.0,580.0,193.0,3.975,38075.18329150674,NEAR OCEAN
15298,-117.35,33.16,10.0,1684.0,515.0,902.0,449.0,3.7891,38335.23372466015,NEAR OCEAN
15299,-117.34,33.15,17.0,4505.0,1140.0,2111.0,1062.0,3.3536,34783.0246910203,NEAR OCEAN
15300,-117.36,33.18,26.0,5550.0,1153.0,2372.0,1058.0,2.5509,6103.477640208438,NEAR OCEAN
15301,-117.36,33.18,39.0,1546.0,291.0,833.0,308.0,2.8893,29290.091963688137,NEAR OCEAN
15302,-117.35,33.17,36.0,1977.0,423.0,812.0,387.0,3.625,64368.73113260176,NEAR OCEAN
15303,-117.36,33.17,24.0,2046.0,442.0,812.0,367.0,2.3182,7591.694508560778,NEAR OCEAN
15304,-117.37,33.18,19.0,1931.0,509.0,855.0,394.0,2.6979,27395.434856446594,NEAR OCEAN
15305,-117.37,33.19,23.0,4104.0,1274.0,4729.0,1187.0,1.8214,32777.842432836274,NEAR OCEAN
15306,-117.37,33.19,33.0,2205.0,453.0,1138.0,439.0,2.8819,18100.628126775297,NEAR OCEAN
15307,-117.37,33.19,18.0,975.0,382.0,650.0,286.0,1.9562,67513.38772138783,NEAR OCEAN
15308,-117.37,33.19,38.0,861.0,213.0,486.0,204.0,4.1875,65709.27908704853,NEAR OCEAN
15309,-117.38,33.19,35.0,928.0,264.0,538.0,248.0,2.4583,20881.816531216497,NEAR OCEAN
15310,-117.38,33.14,14.0,5039.0,1373.0,1298.0,696.0,3.209,26903.198422224446,NEAR OCEAN
15311,-117.38,33.19,26.0,4123.0,1145.0,1703.0,895.0,1.9891,23688.838931129896,NEAR OCEAN
15312,-117.38,33.2,17.0,1877.0,581.0,1288.0,426.0,1.9386,26795.690202543065,NEAR OCEAN
15313,-117.37,33.2,19.0,928.0,317.0,845.0,319.0,1.6318,26164.547925269988,NEAR OCEAN
15314,-117.38,33.19,17.0,353.0,112.0,359.0,118.0,1.5625,61704.313253802546,NEAR OCEAN
15315,-117.38,33.2,26.0,1427.0,386.0,974.0,317.0,1.3903,5065.13544115522,NEAR OCEAN
15316,-117.36,33.2,19.0,1926.0,557.0,1190.0,483.0,1.3269,42951.46689245718,NEAR OCEAN
15317,-117.36,33.2,19.0,2129.0,562.0,1323.0,525.0,2.9539,33694.66821733505,NEAR OCEAN
15318,-117.36,33.2,26.0,2447.0,482.0,1405.0,486.0,3.2917,75316.49515409161,NEAR OCEAN
15319,-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,2.5754,56497.88414976806,NEAR OCEAN
15320,-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,56823.80372119162,NEAR OCEAN
15321,-117.34,33.21,23.0,2062.0,376.0,1302.0,379.0,4.0109,16818.549793760314,NEAR OCEAN
15322,-117.35,33.2,32.0,1251.0,220.0,700.0,232.0,3.9875,13859.403380715088,NEAR OCEAN
15323,-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,2.7386,118878.68753276962,NEAR OCEAN
15324,-117.35,33.19,28.0,2823.0,476.0,1189.0,433.0,5.1733,71885.91769900039,NEAR OCEAN
15325,-117.34,33.19,23.0,3546.0,553.0,1533.0,518.0,5.276,67294.47176352494,NEAR OCEAN
15326,-117.33,33.19,15.0,3672.0,845.0,1827.0,796.0,2.9716,63984.96226688636,NEAR OCEAN
15327,-117.34,33.19,19.0,3575.0,525.0,1654.0,559.0,5.7409,1300.438140320884,NEAR OCEAN
15328,-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,36395.50752054861,<1H OCEAN
15329,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,49233.04981222072,<1H OCEAN
15330,-117.32,33.23,24.0,2580.0,604.0,982.0,569.0,1.6402,67438.21483686185,NEAR OCEAN
15331,-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,34875.75405592859,<1H OCEAN
15332,-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,2.4375,40728.381782822114,NEAR OCEAN
15333,-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,2.7846,15512.129352995833,NEAR OCEAN
15334,-117.32,33.22,16.0,1057.0,232.0,316.0,221.0,2.7417,42364.02112249729,NEAR OCEAN
15335,-117.33,33.21,17.0,1246.0,300.0,424.0,288.0,2.2882,28281.850729906804,NEAR OCEAN
15336,-117.3,33.22,4.0,14960.0,2988.0,6666.0,2612.0,3.7568,17243.822069480288,NEAR OCEAN
15337,-117.31,33.19,11.0,20944.0,3753.0,8738.0,3441.0,4.3762,5160.746879111715,NEAR OCEAN
15338,-117.29,33.2,16.0,2150.0,461.0,1428.0,407.0,2.4754,49480.45772533354,NEAR OCEAN
15339,-117.31,33.18,16.0,1835.0,430.0,599.0,399.0,2.0147,2223.5097629038037,NEAR OCEAN
15340,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,69091.66423123331,NEAR OCEAN
15341,-117.28,33.2,20.0,4835.0,854.0,2983.0,834.0,4.3428,28430.964329437622,NEAR OCEAN
15342,-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676,109311.46474924852,NEAR OCEAN
15343,-117.35,33.23,4.0,1837.0,287.0,934.0,277.0,3.8958,31474.53644101252,NEAR OCEAN
15344,-117.35,33.21,18.0,2971.0,606.0,2051.0,493.0,2.675,35420.20560159956,NEAR OCEAN
15345,-117.38,33.21,31.0,1502.0,367.0,1514.0,342.0,2.6442,22630.0257953161,NEAR OCEAN
15346,-117.37,33.2,29.0,1315.0,311.0,1425.0,306.0,2.0272,83838.71192295579,NEAR OCEAN
15347,-117.28,33.28,13.0,6131.0,1040.0,4049.0,940.0,3.8156,91183.32117591855,<1H OCEAN
15348,-117.25,33.3,14.0,2513.0,351.0,1151.0,357.0,6.3054,4251.793361142892,<1H OCEAN
15349,-117.26,33.26,9.0,4609.0,798.0,2582.0,746.0,4.3429,86982.87381985536,<1H OCEAN
15350,-117.3,33.26,23.0,1678.0,275.0,1227.0,264.0,4.1713,4075.903763089692,<1H OCEAN
15351,-117.3,33.25,22.0,2329.0,419.0,1456.0,381.0,3.7933,10682.141674410022,<1H OCEAN
15352,-117.31,33.25,14.0,3483.0,764.0,2140.0,687.0,3.125,6614.507476864174,<1H OCEAN
15353,-117.31,33.25,13.0,3075.0,630.0,1843.0,674.0,2.8558,6049.787790846747,<1H OCEAN
15354,-117.32,33.25,7.0,2499.0,420.0,1314.0,398.0,4.85,9382.349256404756,<1H OCEAN
15355,-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,3.6301,15808.821851987454,<1H OCEAN
15356,-117.34,33.23,11.0,3737.0,757.0,2212.0,727.0,3.1062,3647.1268552941096,NEAR OCEAN
15357,-117.33,33.23,15.0,2919.0,592.0,1130.0,579.0,2.5872,41555.270348745944,NEAR OCEAN
15358,-117.33,33.23,15.0,1905.0,416.0,1258.0,388.0,3.33,52150.736443872986,NEAR OCEAN
15359,-117.33,33.24,13.0,4543.0,881.0,2298.0,870.0,2.9386,174641.971853994,NEAR OCEAN
15360,-117.42,33.35,14.0,25135.0,4819.0,35682.0,4769.0,2.5729,14395.548567867369,<1H OCEAN
15361,-117.24,33.34,17.0,2866.0,442.0,1354.0,431.0,4.5764,3989.028743318958,<1H OCEAN
15362,-117.22,33.36,16.0,3165.0,482.0,1351.0,452.0,4.605,1182.016264288463,<1H OCEAN
15363,-117.22,33.31,12.0,2924.0,433.0,1193.0,394.0,6.2475,53062.59063477479,<1H OCEAN
15364,-117.21,33.34,10.0,5294.0,817.0,2312.0,810.0,5.4563,23985.14004238815,<1H OCEAN
15365,-117.19,33.34,15.0,3310.0,488.0,1104.0,460.0,6.1009,32524.922786664407,<1H OCEAN
15366,-117.17,33.34,15.0,3313.0,679.0,1022.0,564.0,2.7986,81204.83592303547,<1H OCEAN
15367,-117.2,33.29,12.0,6358.0,1182.0,2778.0,1020.0,4.0357,30820.648065933732,<1H OCEAN
15368,-117.17,33.28,16.0,1921.0,312.0,862.0,280.0,5.1786,24923.06789890639,<1H OCEAN
15369,-117.25,33.38,16.0,3536.0,765.0,2007.0,687.0,3.0,69577.92140560244,<1H OCEAN
15370,-117.24,33.4,16.0,2704.0,463.0,1322.0,424.0,3.7857,7822.670036471982,<1H OCEAN
15371,-117.23,33.38,18.0,3339.0,704.0,1727.0,652.0,2.8393,8125.755163342483,<1H OCEAN
15372,-117.24,33.38,16.0,2792.0,525.0,1696.0,516.0,3.668,88378.34914349341,<1H OCEAN
15373,-117.25,33.38,17.0,1614.0,431.0,1031.0,389.0,2.0956,53177.69757914012,<1H OCEAN
15374,-117.25,33.39,22.0,2699.0,543.0,1425.0,491.0,2.375,88989.48011337098,<1H OCEAN
15375,-117.26,33.37,7.0,2221.0,548.0,1440.0,501.0,2.2368,55910.8797393916,<1H OCEAN
15376,-117.25,33.37,8.0,1755.0,530.0,1687.0,511.0,1.995,71418.83587532697,<1H OCEAN
15377,-117.24,33.37,14.0,4687.0,793.0,2436.0,779.0,4.5391,227078.45359635464,<1H OCEAN
15378,-117.24,33.36,11.0,2786.0,480.0,1250.0,450.0,4.5,60279.319542453966,<1H OCEAN
15379,-117.25,33.36,6.0,3725.0,960.0,2833.0,915.0,2.3214,54809.05787559561,<1H OCEAN
15380,-117.34,33.46,14.0,1902.0,338.0,848.0,304.0,5.5395,110702.06434938166,<1H OCEAN
15381,-117.19,33.41,16.0,3031.0,554.0,1301.0,518.0,4.0882,72118.19261127323,<1H OCEAN
15382,-117.14,33.39,17.0,2889.0,587.0,1931.0,510.0,3.8547,104771.21381502246,<1H OCEAN
15383,-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,30394.70640473004,<1H OCEAN
15384,-117.1,33.36,19.0,3518.0,658.0,2091.0,610.0,3.2614,52271.70622246637,<1H OCEAN
15385,-116.95,33.31,16.0,2921.0,639.0,1838.0,540.0,2.2393,58355.057861293026,<1H OCEAN
15386,-117.03,33.32,14.0,1088.0,209.0,601.0,193.0,3.8438,30786.369063029335,<1H OCEAN
15387,-117.05,33.29,17.0,1800.0,312.0,891.0,281.0,7.0177,28908.7336989826,<1H OCEAN
15388,-117.05,33.26,14.0,3103.0,569.0,1704.0,539.0,3.7644,33050.78610294742,<1H OCEAN
15389,-117.12,33.27,11.0,3016.0,601.0,1727.0,541.0,4.9375,62926.332500071185,<1H OCEAN
15390,-117.0,33.29,17.0,2073.0,313.0,573.0,221.0,8.2531,1574.6104251470342,<1H OCEAN
15391,-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,33601.94259662174,<1H OCEAN
15392,-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,7240.362076432768,<1H OCEAN
15393,-116.9,33.22,11.0,4132.0,773.0,2012.0,703.0,3.1906,46465.480529618646,<1H OCEAN
15394,-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3.1272,213110.49879919493,<1H OCEAN
15395,-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,4.9335,130075.00452619862,<1H OCEAN
15396,-117.08,33.23,14.0,3337.0,571.0,1385.0,512.0,4.15,16076.68045107084,<1H OCEAN
15397,-117.2,33.24,12.0,4992.0,,2106.0,801.0,6.2079,46538.75484674565,<1H OCEAN
15398,-117.15,33.2,16.0,2690.0,459.0,1253.0,393.0,4.0328,24609.312624542657,<1H OCEAN
15399,-117.2,33.2,16.0,4409.0,629.0,1875.0,609.0,5.543,33529.06002217003,<1H OCEAN
15400,-117.22,33.22,17.0,3675.0,672.0,1693.0,597.0,3.3882,8597.9725868932,<1H OCEAN
15401,-117.22,33.22,16.0,2134.0,643.0,1555.0,560.0,1.7217,46937.55703947447,<1H OCEAN
15402,-117.22,33.22,15.0,1430.0,343.0,704.0,322.0,1.9571,168888.581836394,<1H OCEAN
15403,-117.23,33.24,26.0,1991.0,330.0,1014.0,304.0,4.3068,52201.28162369684,<1H OCEAN
15404,-117.24,33.23,13.0,3756.0,648.0,1767.0,614.0,4.0776,2191.1133221722,<1H OCEAN
15405,-117.24,33.23,21.0,1718.0,308.0,1194.0,312.0,3.4359,33039.18449402396,<1H OCEAN
15406,-117.23,33.23,13.0,2899.0,657.0,1946.0,579.0,2.9875,79969.66400913554,<1H OCEAN
15407,-117.23,33.22,18.0,2334.0,573.0,962.0,557.0,1.808,7181.001780911546,<1H OCEAN
15408,-117.23,33.22,16.0,3224.0,729.0,1036.0,608.0,2.0246,60438.50324666388,<1H OCEAN
15409,-117.24,33.22,20.0,1962.0,334.0,1173.0,349.0,4.1316,40322.64868461406,<1H OCEAN
15410,-117.24,33.21,9.0,2486.0,626.0,1938.0,525.0,2.1293,55465.07839085924,<1H OCEAN
15411,-117.23,33.21,34.0,544.0,108.0,348.0,127.0,4.125,18486.38630508003,<1H OCEAN
15412,-117.25,33.25,6.0,6160.0,993.0,2997.0,1029.0,4.6187,56322.2980097026,<1H OCEAN
15413,-117.27,33.23,5.0,20908.0,3933.0,9690.0,3510.0,4.1405,75676.13418491176,<1H OCEAN
15414,-117.27,33.22,5.0,2283.0,337.0,999.0,325.0,5.0249,29780.43661090332,<1H OCEAN
15415,-117.27,33.22,16.0,1420.0,311.0,470.0,313.0,1.8849,109721.90753866846,<1H OCEAN
15416,-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,41681.71205213782,<1H OCEAN
15417,-117.27,33.21,5.0,5764.0,996.0,3161.0,1012.0,4.4531,202995.07532517542,<1H OCEAN
15418,-117.25,33.22,26.0,2010.0,347.0,1160.0,331.0,3.9815,18713.5273170934,<1H OCEAN
15419,-117.25,33.22,19.0,2167.0,443.0,1654.0,435.0,3.5,120466.76622215737,<1H OCEAN
15420,-117.26,33.21,26.0,1906.0,408.0,1325.0,427.0,3.0197,4171.003276885016,<1H OCEAN
15421,-117.28,33.2,11.0,1472.0,261.0,1012.0,285.0,4.21,29405.664985884727,NEAR OCEAN
15422,-117.27,33.2,23.0,2145.0,379.0,1360.0,404.0,4.2054,144864.87668429257,<1H OCEAN
15423,-117.26,33.2,13.0,3163.0,725.0,1675.0,629.0,2.8214,12835.654982389698,<1H OCEAN
15424,-117.27,33.2,34.0,1852.0,322.0,978.0,332.0,4.3542,27257.546207441963,<1H OCEAN
15425,-117.27,33.19,8.0,973.0,289.0,663.0,209.0,2.724,34421.941034517615,NEAR OCEAN
15426,-117.28,33.19,5.0,2697.0,639.0,1633.0,580.0,3.4456,3453.83310946509,NEAR OCEAN
15427,-117.25,33.21,9.0,1944.0,488.0,1992.0,453.0,2.066,74625.36041278979,<1H OCEAN
15428,-117.24,33.21,19.0,1872.0,489.0,1859.0,446.0,2.1875,51198.0016047603,<1H OCEAN
15429,-117.24,33.21,18.0,1846.0,419.0,1581.0,387.0,3.0982,2207.398825180868,<1H OCEAN
15430,-117.24,33.2,25.0,1631.0,415.0,1045.0,386.0,2.4505,131485.97053930385,<1H OCEAN
15431,-117.24,33.2,26.0,1701.0,404.0,989.0,367.0,2.5119,5051.10685216725,<1H OCEAN
15432,-117.25,33.2,22.0,2361.0,618.0,1472.0,596.0,2.0625,40331.47802343875,<1H OCEAN
15433,-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961,100546.65479478746,<1H OCEAN
15434,-117.25,33.21,13.0,1203.0,292.0,1035.0,293.0,2.6339,13640.213339101056,<1H OCEAN
15435,-117.23,33.21,21.0,1934.0,386.0,861.0,381.0,3.6181,19820.88025778076,<1H OCEAN
15436,-117.22,33.21,19.0,4400.0,828.0,1901.0,735.0,3.6375,73425.89904955063,<1H OCEAN
15437,-117.22,33.2,31.0,1736.0,277.0,801.0,292.0,4.4844,21040.048737392648,<1H OCEAN
15438,-117.23,33.2,29.0,3372.0,720.0,1770.0,693.0,3.5109,90422.59890020499,<1H OCEAN
15439,-117.23,33.2,21.0,2284.0,360.0,999.0,356.0,4.8929,12890.802300017947,<1H OCEAN
